    4.158e-03    7.329e-01    1.159e-01
    7.324e-03    6.259e-01    9.897e-02
    9.756e-03    8.401e-01    1.328e-01
    1.118e-02    6.876e-01    1.087e-01
    1.302e-02    8.249e-01    1.304e-01
    1.503e-02    7.731e-01    1.222e-01
    1.649e-02    7.924e-01    1.253e-01
    1.903e-02    6.887e-01    1.089e-01
    2.194e-02    7.459e-01    1.179e-01
    2.470e-02    7.409e-01    1.172e-01
    2.792e-02    7.189e-01    1.137e-01
    3.024e-02    8.070e-01    1.276e-01
    3.293e-02    7.420e-01    1.173e-01
    3.561e-02    6.335e-01    1.002e-01
    3.948e-02    8.030e-01    1.270e-01
    4.318e-02    7.626e-01    1.206e-01
    4.681e-02    7.314e-01    1.156e-01
    4.978e-02    7.778e-01    1.230e-01
    5.319e-02    7.736e-01    1.223e-01
    5.684e-02    5.968e-01    9.436e-02
    5.999e-02    8.058e-01    1.274e-01
    6.359e-02    6.221e-01    9.836e-02
    6.707e-02    6.876e-01    1.087e-01
    7.084e-02    6.524e-01    1.032e-01
    7.474e-02    7.857e-01    1.242e-01
    7.789e-02    6.149e-01    9.723e-02
    8.127e-02    8.064e-01    1.275e-01
    8.470e-02    7.557e-01    1.195e-01
    8.908e-02    7.759e-01    1.227e-01
    9.257e-02    6.134e-01    9.699e-02
    9.557e-02    6.035e-01    9.543e-02
    9.895e-02    7.338e-01    1.160e-01
    1.033e-01    6.020e-01    9.518e-02
    1.071e-01    8.238e-01    1.303e-01
    1.111e-01    7.563e-01    1.196e-01
    1.151e-01    6.721e-01    1.063e-01
    1.191e-01    7.222e-01    1.142e-01
    1.228e-01    6.911e-01    1.093e-01
    1.258e-01    5.964e-01    9.430e-02
    1.298e-01    6.943e-01    1.098e-01
    1.345e-01    6.719e-01    1.062e-01
    1.383e-01    7.219e-01    1.141e-01
    1.428e-01    7.625e-01    1.206e-01
    1.466e-01    6.486e-01    1.025e-01
    1.508e-01    6.605e-01    1.044e-01
    1.538e-01    7.117e-01    1.125e-01
    1.576e-01    6.041e-01    9.551e-02
    1.617e-01    6.599e-01    1.043e-01
    1.656e-01    6.480e-01    1.025e-01
    1.705e-01    6.640e-01    1.050e-01
    1.754e-01    6.757e-01    1.068e-01
    1.791e-01    6.088e-01    9.625e-02
    1.847e-01    7.020e-01    1.110e-01
    1.902e-01    6.161e-01    9.741e-02
    1.952e-01    6.765e-01    1.070e-01
